index,index_city,Population
9443,Weaver,3091
9444,Tiger Point,3090
9445,Hideaway,3090
9447,Clear Lake Riviera,3090
9448,Crystal River,3089
9449,Blennerhassett,3089
9450,Wilder,3088
9451,Brightwaters,3088
9452,Soperton,3087
9455,East Gaffney,3085
9456,North Falmouth,3084
9457,Blue Ridge,3084
9458,Kenova,3083
9460,Clare,3082
9461,The Plains,3080
9462,North River Shores,3079
9463,Westhampton,3079
9464,Wormleysburg,3079
9466,Canterwood,3079
9467,Pine City,3078
9468,Double Oak,3078
9469,Wallburg,3078
9470,Barton Creek,3077
9471,Boothbay,3077
9474,Havana,3076
9475,Cave Springs,3076
9476,Tishomingo,3075
9478,Boutte,3075
9479,Tilton-Northfield,3075
9480,Blountville,3074
9481,Feasterville,3074
9483,Brices Creek,3073
9484,Acushnet Center,3073
9485,Rush City,3072
9487,Brazoria,3071
9488,Maugansville,3071
9489,Pajaro,3070
9490,Freedom,3070
9492,Proctor,3068
9495,McSherrystown,3067
9496,Sherrill,3066
9499,Mount Pocono,3065
9502,Yerington,3064
9503,Needville,3063
9504,Culloden,3061
9505,Dalzell,3059
9506,Combes,3059
9511,Holloman Air Force Base,3054
9512,Orofino,3054
9514,Angwin,3051
9515,Mellwood,3051
9516,Lake Orion,3051
9517,Atkins,3051
9518,Lake Success,3050
9519,Kendall Green,3048
9520,Lakemore,3048
9521,Bellows Falls,3048
9522,West Burlington,3047
9524,Rothsville,3044
9526,Wyncote,3044
9527,Silt,3043
9528,Lanesborough,3042
9529,Robbinsville,3041
9532,Mohnton,3036
9533,Salmon,3036
9534,Port Angeles East,3036
9536,Island Walk,3035
9537,Granite Hills,3035
9538,Elma,3034
9539,Gulivoire Park,3033
9540,York Harbor,3033
9541,Shenandoah Farms,3033
9543,San Saba,3030
9545,Keego Harbor,3029
9546,Genoa City,3029
9548,Arbuckle,3028
9549,Pantops,3027
9550,Pannill Fork,3027
9552,Royal Palm Estates,3025
9555,North Barrington,3022
9556,Emmitsburg,3021
9557,Beechwood Trails,3020
9560,Yountville,3017
9561,Ridgemark,3016
9565,Paddock Lake,3014
9568,Anza,3014
9569,Canadian,3013
9570,The Hideout,3013
9571,Upton,3013
9572,Winnebago,3012
9573,Lucedale,3011
9574,Indian Heights,3011
9575,Bad Axe,3011
9576,New Madrid,3011
9577,Orchard City,3011
9578,Woodbury Heights,3010
9579,East Syracuse,3010
9580,Lewes,3010
9581,Kenvil,3009
9582,Llano Grande,3008
9583,Watonga,3008
9587,Acres Green,3007
9592,Belle Meade,3004
9596,Cut Bank,3002
9597,Orwigsburg,3002
9599,Iuka,3001
9601,Bedford Hills,3001
9602,Trabuco Canyon,3000
9603,Warm Springs,3000
9604,Lead,2999
9606,National Park,2999
9607,Smithsburg,2998
9608,Shady Spring,2998
9610,Bushnell,2995
9611,Granite Quarry,2995
9612,Helena Valley Northeast,2995
9615,Tyndall Air Force Base,2994
9616,Ferrysburg,2993
9617,Point Baker,2991
9618,Potosi,2991
9620,Coventry Lake,2990
9621,Clarcona,2990
9623,Laurel Lake,2989
9624,Harbour Heights,2987
9626,East Greenville,2985
9627,Poplarville,2985
9628,Natalbany,2984
9630,Manistique,2982
9631,Hudson Bend,2981
9632,Grand Mound,2981
9633,Calais,2980
9634,Churchill,2979
9635,Woodville,2978
9636,Wood-Lynne,2978
9637,Brookland,2977
9639,Ballville,2976
9640,Penbrook,2974
9641,Thermopolis,2974
9642,Andrews AFB,2973
9643,Hickory Withe,2973
9646,Green Rock,2970
9649,Edgecliff Village,2970
9651,Rollingwood,2969
9652,Hartville,2968
9653,Madawaska,2967
9656,Lake Delton,2967
9658,Afton,2966
9659,Locust,2966
9661,Deer Lodge,2965
9665,New Bremen,2964
9666,Oostburg,2964
9667,Mount Morris,2964
9670,Kingwood,2959
9672,New Tazewell,2957
9673,Youngwood,2956
9677,El Cerro,2953
9678,Brownstown,2952
9679,Summit Hill,2952
9680,Fairfield Harbour,2952
9681,Gloucester Courthouse,2951
9682,Graymoor-Devondale,2950
9684,Jones,2948
9688,Groveville,2945
9689,Lowesville,2945
9692,Soda Springs,2944
9693,Kilmanagh,2944
9695,Chaffee,2943
9696,Buies Creek,2942
9698,Nocona,2939
9702,Wellton,2936
9704,Malabar,2936
9705,Schnecksville,2935
9706,Erlands Point-Kitsap Lake,2935
9707,Swift Trail Junction,2935
9710,Ava,2934
9712,Bay Pines,2931
9719,Sixteen Mile Stand,2928
9720,Yadkinville,2927
9721,Hildale,2927
9722,Vista Santa Rosa,2926
9723,Parowan,2926
9725,Enochville,2925
9726,Schulenburg,2925
9727,Cache,2925
9728,Millen,2925
9729,Dandridge,2924
9730,Woolwich,2922
9733,Lawnside,2919
9734,Jarrettsville,2916
9735,Snowmass Village,2916
9736,Mattapoisett Center,2915
9739,Chincoteague,2914
9740,Johnson Creek,2913
9741,Chauvin,2912
9744,Osterville,2911
9746,Mangum,2910
9747,Terra Mar,2909
9748,Montara,2909
9749,Bald Knob,2908
9750,Nags Head,2908
9751,Mineral Springs,2908
9752,North Yelm,2906
9753,Gleed,2906
9755,Shady Cove,2904
9756,Sutter,2904
9757,Iron River,2904
9758,La Paloma,2903
9759,Gravel Ridge,2902
9760,Nanty Glo,2901
9761,Blue Hills,2901
9763,Brinckerhoff,2900
9764,Eatonville,2900
9765,Hahira,2899
9766,Florida,2899
9767,Belchertown,2899
9769,Putney,2898
9770,Walsenburg,2898
9771,Dresden,2898
9772,Lido Beach,2897
9773,Wareham Center,2896
9775,Fowlerville,2895
9776,Ashby,2895
9777,Experiment,2894
9778,Flemingsburg,2894
9779,Alderton,2893
9780,Bicknell,2892
9781,Cordell,2892
9782,Seaside Heights,2892
9786,Heyworth,2890
9788,Brinkley,2890
9789,Lavon,2889
9791,Byrnes Mill,2888
9793,Wolfdale,2888
9794,Central Waterford,2887
9795,Monmouth Junction,2887
9796,Follansbee,2887
9797,Emerald Lakes,2886
9799,Staples,2885
9800,Bucksport,2885
9801,Arcola,2884
9803,South Padre Island,2884
9804,West,2883
9807,Chenango Bridge,2883
9808,Milaca,2883
9809,Holiday Shores,2882
9811,Richgrove,2882
9813,Onawa,2881
9814,Halfway House,2881
9815,Spring Arbor,2881
9816,Mountain Iron,2880
9818,Savanna,2880
9819,Gladwin,2880
9820,Heritage Lake,2880
9821,Drumright,2880
9822,Pleasant Gap,2879
9824,Lula,2879
9826,Dunstable,2878
9827,Bal Harbour,2877
9830,Kewaunee,2876
9832,Montalvin,2876
9833,Hillsmere Shores,2872
9834,Watkinsville,2872
9835,Colfax,2870
9836,Sublimity,2870
9837,South Fallsburg,2870
9839,Lytle,2869
9841,Ayer,2868
9842,Kenhorst,2867
9843,Southern Shores,2867
9844,Shady Shores,2866
9845,Thermal,2865
9847,Tangerine,2865
9848,Tularosa,2864
9849,Fort Polk North,2864
9854,Harbor Bluffs,2860
9855,Womelsdorf,2859
9856,West Grove,2859
9857,Rising Sun,2859
9859,Delphi,2858
9860,Perkins,2857
9861,Refugio,2855
9862,Cazenovia,2855
9863,DeCordova,2855
9865,Mountville,2854
9867,Brandenburg,2852
9868,Kulpmont,2851
9869,Pocasset,2851
9871,Luzerne,2850
9872,Wolf Point,2850
9873,Alexander,2848
9874,Seven Fields,2846
9875,Rugby,2846
9877,Sale Creek,2845
9879,Minster,2845
9880,Osage City,2844
9881,Shackle Island,2844
9882,La Selva Beach,2843
9883,Horseheads North,2843
9886,Pioneer Village,2840
9887,Crown Heights,2840
9888,North Kingsville,2839
9889,Moriches,2838
9890,Wolfeboro,2838
9891,Walworth,2838
9892,Black Canyon City,2837
9894,Indialantic,2837
9895,David City,2836
9896,Valentine,2836
9897,South Rosemary,2836
9902,Oconto Falls,2834
9903,Amery,2834
9904,Early,2833
9905,Voorheesville,2832
9906,Bullard,2832
9907,Gloverville,2831
9909,Pearl Beach,2829
9913,Bunnell,2828
9914,North Catasauqua,2828
9915,Great Neck Estates,2827
9916,Meadowdale,2826
9917,Venetian Village,2826
9919,Winner,2825
9921,Cajahs Mountain,2823
9922,Heber-Overgaard,2822
9923,Rollinsford,2820
9924,Bar Nunn,2820
9925,Tama,2819
9927,Johnsonburg,2818
9928,Gastonville,2818
9929,Zellwood,2817
9930,Shell Point,2817
9931,Valley View,2817
9932,Barnegat,2817
9933,Blossvale,2816
9934,North Zanesville,2816
9939,Towanda,2812
9941,Tontitown,2811
9942,Garyville,2811
9943,Springtown,2811
9944,Fort Branch,2809
9947,Southern Gateway,2805
9949,Choccolocco,2804
9951,Gambrills,2800
9952,Lena,2800
9954,Agua Fria,2800
9955,Chatfield,2799
9956,Howe,2798
9958,Norway,2798
9959,Wellfleet,2797
9960,Roslyn,2795
9964,McLeansboro,2792
9965,Harveys Lake,2791
9967,Monument Beach,2790
9968,West Hammond,2790
9969,Ruleville,2790
9970,Many,2790
9972,Littleton Common,2789
9973,Moonachie,2788
9975,Hayti,2787
9978,Brusly,2785
9979,Skippers Corner,2785
9980,Tannersville,2784
9982,San Andreas,2783
9985,Blythewood,2782
9986,Dry Ridge,2782
9988,Christopher,2779
9989,Lakeside Park,2779
9990,Fairchild Air Force Base,2776
9991,Healdton,2776
9992,Weatogue,2776
9993,Floydada,2775
9994,Holly Lake Ranch,2774
9995,Folly Beach,2774
9997,Ford Heights,2773
10002,Kingston Springs,2770
10003,Green Forest,2769
10004,Doolittle,2769
10005,Sandstone,2768
10008,Stroud,2767
10009,Evendale,2767
10010,Stigler,2766
10011,Eutaw,2766
10013,England,2765
10014,Wentworth,2765
10016,Ferrisburgh,2764
10017,Aspinwall,2763
10018,Knob Noster,2762
10019,Seagraves,2762
10021,East Oakdale,2762
10023,Port Richey,2761
10024,Buckeye Lake,2760
10027,Victor,2759
10028,Grottoes,2758
10029,Jaffrey,2757
10030,Lucasville,2757
10031,Leonardo,2757
10032,Burns,2757
10033,Sewaren,2756
10034,Canadian Lakes,2756
10035,Turley,2756
10036,McKownville,2756
10037,Oak Trail Shores,2755
10038,Paloma Creek South,2753
10041,East Dennis,2753
10042,Sands Point,2752
10044,Glen Raven,2750
10046,Sanbornton,2749
10048,Little Flock,2748
10049,Osseo,2748
10051,Moose Lake,2748
10053,East Tawas,2747
10056,Pageland,2746
10059,Hooks,2744
10060,Dulce,2743
10061,Abernathy,2743
10063,McGovern,2742
10065,Lake Arthur,2742
10066,Marquette Heights,2742
10068,West Brattleboro,2740
10069,Longtown,2739
10070,Kemmerer,2739
10071,Lake Wissota,2738
10072,Dawson Springs,2737
10073,Quarryville,2736
10074,Warden,2736
10077,Lake Junaluska,2734
10078,Montgomery City,2734
10080,Freer,2732
10081,Nice,2731
10083,Drum Point,2731
10084,North Sioux City,2731
10086,Carrabelle,2729
10087,Munsons Corners,2728
10088,Ketchum,2728
10091,Cokato,2727
10092,Bonifay,2726
10093,Ashley,2726
10094,Wellborn,2724
10095,Almont,2723
10096,Bel-Ridge,2722
10097,Loogootee,2722
10100,Dermott,2720
10102,Hypoluxo,2719
10103,Grosse Pointe Shores,2718
10104,Round Lake Heights,2718
10105,Topsfield,2717
10107,Munsey Park,2715
10108,Roseau,2715
10109,Montana City,2715
10110,Lagrange,2715
10111,Philipsburg,2715
10112,Grundy Center,2714
10113,Dupont,2714
10114,Pawnee,2713
10115,Hortonville,2712
10116,Window Rock,2712
10117,Plainsboro Center,2712
10118,Rogers City,2712
10120,Honeoye Falls,2711
10121,Electra,2711
10122,Reynoldsville,2710
10123,East Norwich,2709
10125,State Line,2709
10126,Casey,2709
10127,Shorewood Forest,2708
10130,El Lago,2706
10131,Wisconsin Dells,2705
10132,Rosita South,2704
10133,Wellsburg,2704
10136,West Wyoming,2703
10137,Eldora,2702
10141,Wind Gap,2701
10142,Coxsackie,2701
10143,Gray Summit,2701
10144,North Fort Lewis,2699
10145,West Longview,2698
10148,Branch,2696
10149,Sisco Heights,2696
10150,Salunga,2695
10152,Missouri Valley,2695
10153,Lakeview Estates,2695
10154,Lakehurst,2694
10155,Middlefield,2693
10156,Meadowood,2693
10159,Filer,2691
10160,Frazier Park,2691
10162,Chattahoochee Hills,2690
10163,Dodge Center,2690
10164,Lake Helen,2687
10165,Palmhurst,2687
10168,Van,2685
10169,Central Park,2685
10170,Campo,2684
10172,Plympton,2683
10175,Hoxie,2680
10176,Loughman,2680
10178,Pearisburg,2678
10180,Villano Beach,2678
10181,Crab Orchard,2678
10182,Bonny Doon,2678
10183,Hillsville,2677
10184,Angels Camp,2677
10187,Donalsonville,2675
10189,Burnettown,2673
10191,Grifton,2673
10192,Tamworth,2673
10193,Emigsville,2672
10194,Sacaton,2672
10197,Norton Center,2671
10198,Selmont-West Selmont,2671
10200,Wimberley,2670
10202,Rio Grande,2670
10204,Walton Park,2669
10205,Saint Helen,2668
10207,Sibley,2668
10209,Clearbrook Park,2667
10211,Tusculum,2666
10212,Marin City,2666
10215,East Lansdowne,2665
10216,Hallam,2665
10218,Newtown,2664
10219,Icard,2664
10222,West Ishpeming,2662
10224,Federalsburg,2661
10225,Avoca,2661
10226,West Sand Lake,2660
10227,Premont,2659
10228,Weedpatch,2658
10235,Crisfield,2655
10236,Mondovi,2654
10237,Dahlgren,2653
10239,Brush Prairie,2652
10240,Devola,2652
10241,Clarkson Valley,2652
10242,Lake Wazeecha,2651
10243,Palisade,2651
10245,Cordaville,2650
10246,Aromas,2650
10247,Delavan Lake,2649
10251,Eielson Air Force Base,2647
10252,Clarence,2646
10253,Sneads Ferry,2646
10254,Dixon Lane-Meadow Creek,2645
10255,Libby,2645
10256,Leadville,2644
10258,North Seekonk,2643
10261,Provincetown,2642
10262,Weldon,2642
10263,Remsenburg-Speonk,2642
10264,Northeast Ithaca,2641
10265,Lake Wynonah,2640
10266,Dennison,2640
10267,Delmont,2640
10268,Green Park,2640
10272,Marshville,2638
10275,Plumsteadville,2637
10276,Villa Ridge,2636
10277,Gowanda,2636
10280,Pine Crest,2633
10281,Cordes Lakes,2633
10282,Brogden,2633
10283,George West,2631
10284,Como,2631
10285,Vergennes,2631
10286,Croom,2631
10287,Gervais,2631
10289,North Lakeville,2630
10291,Mohawk,2628
10293,Owensville,2627
10296,Chester Heights,2626
10298,Loudonville,2625
10300,K. I. Sawyer Air Force Base,2624
10301,Statham,2624
10302,Hoisington,2623
10303,Thunderbolt,2622
10304,Kachina Village,2622
10305,Parksdale,2621
10306,Bayou La Batre,2621
10307,Seminole Manor,2621
10309,Day Heights,2620
10310,Vassar,2620
10311,Jemison,2619
10313,Potterville,2618
10314,Sylva,2617
10315,Whetstone,2617
10319,Mohave Valley,2616
10322,Freemansburg,2616
10324,Barton,2615
10325,Merkel,2615
10327,De Leon Springs,2614
10329,Swedesboro,2613
10330,Green Island,2612
10331,Rhinebeck,2609
10332,Green Harbor-Cedar Crest,2609
10334,Braddock Heights,2608
10335,Guntown,2608
10336,Lyford,2607
10339,West Bishop,2607
10341,Chewelah,2607
10342,Wyomissing Hills,2606
10343,Reed Creek,2604
10344,Matamoras,2603
10345,Timberville,2603
10346,Herald Harbor,2603
10347,Port Ludlow,2603
10349,Rock Rapids,2602
10350,La Villa,2600
10352,Ravenel,2600
10353,Williams Bay,2600
10354,Zephyrhills North,2600
10355,Everson,2600
10356,Glenrock,2598
10357,Pennington,2598
10358,Guilford Center,2597
10367,Conrad,2593
10368,Crest,2593
10369,Hallettsville,2592
10370,Blasdell,2592
10371,Cayucos,2592
10372,Fox Lake Hills,2591
10374,Loris,2591
10375,Hooverson Heights,2590
10376,Palmer Lake,2590
10377,Alden,2589
10378,Weston Lakes,2589
10379,Madrid,2588
10381,Huntingtown,2587
10382,Spooner,2586
10383,Ruidoso Downs,2586
10384,Sabetha,2585
10385,Tobaccoville,2584
10387,Fiskdale,2583
10391,Glen Rose,2580
10392,Bourg,2579
10393,East Williston,2578
10394,McCormick,2578
10395,Homosassa,2578
10397,Eddyville,2577
10399,Preston Heights,2575
10401,Lake Village,2575
10403,Royston,2574
10404,Piermont,2573
10405,Wales,2573
10406,Forest Heights,2573
10407,The Hills,2573
10408,Paramount-Long Meadow,2571
10409,Elma Center,2571
10410,Tahoka,2570
10411,Collins,2570
10412,Dillsburg,2569
10413,Okanogan,2569
10414,Cape Neddick,2568
10417,Flying Hills,2568
10418,Moscow Mills,2567
10419,Bayfield,2567
10422,Beach City,2566
10423,Homedale,2565
10424,Gibsonburg,2564
10425,Wrightsville Beach,2564
10428,Lake Meade,2563
10429,Emerald Mountain,2561
10430,Bermuda Run,2561
10431,Edisto,2559
10434,Raoul,2558
10437,East Douglas,2557
10438,Plainfield Village,2557
10439,Hedwig Village,2557
10440,Luxemburg,2556
10441,South Hutchinson,2556
10442,Weed,2556
10443,Travis Ranch,2556
10444,Pleasant Ridge,2556
10445,Whiteman Air Force Base,2556
10447,Shallowater,2555
10449,Colwyn,2553
10450,Bar Harbor,2552
10451,Hawarden,2551
10453,Bonners Ferry,2549
10455,Leith-Hatfield,2546
10457,McQueeney,2545
10458,Horace,2545
10459,Wayne Heights,2545
10461,Silver Creek,2545
10463,Hollandale,2545
10464,Troutman,2544
10465,West Newton,2544
10467,West Fork,2543
10468,Arial,2543
10469,Meadow Glade,2541
10472,Huguley,2540
10473,Charlevoix,2540
10474,Dakota Dunes,2540
10475,Wernersville,2540
10477,Cambridge Springs,2538
10479,Prince Frederick,2538
10481,Roaring Spring,2537
10482,Clio,2536
10484,Overton,2536
10486,Eminence,2535
10487,Cabazon,2535
10488,Oliver,2535
10490,Sabina,2534
10491,Barnesboro,2534
10492,Ferris,2534
10493,Central Heights-Midland City,2534
10494,Lochsloy,2533
10495,Calvert City,2532
10496,Lordsburg,2531
10498,Pantego,2531
10501,Potomac Park,2530
10504,Dover-Foxcroft,2528
10505,Lake Crystal,2527
10507,Wellford,2526
10508,Dawsonville,2525
10509,Bentleyville,2525
10510,Argentine,2525
10512,Pima,2524
10514,Indian Springs Village,2523
10516,Penngrove,2522
10518,Chesterland,2521
10519,Holly Hills,2521
10520,North Boston,2521
10521,Casselton,2521
10523,New Town,2521
10525,Dunkirk Town Center,2520
10528,Alburtis,2519
10529,Ranchos de Taos,2518
10530,Clever,2517
10531,Galva,2517
10534,Myrtle Point,2514
10537,New Egypt,2512
10539,Russell Springs,2511
10540,West Tisbury,2510
10541,Bayview,2510
10543,Hartley,2510
10544,Kalona,2509
10551,McChord Air Force Base,2507
10552,Dogtown,2506
10553,Lauderdale,2506
10554,Paden City,2506
10555,Wyldwood,2505
10556,Des Allemands,2505
10557,Muse,2504
10558,Pepperell,2504
10559,Garden View,2503
10561,Walters,2502
10562,Fairmont City,2502
10563,Paloma Creek,2501
10564,Marked Tree,2501
10567,Cumberland Center,2499
10569,Abita Springs,2499
10571,Halesite,2498
10572,Crooksville,2498
10573,Caruthers,2497
10574,Blountstown,2497
10576,Sand Hill,2496
10577,Cherryvale,2496
10578,Villa Grove,2495
10580,Sells,2495
10581,Essex Village,2495
10583,Mineral Point,2494
10584,Landrum,2493
10585,Wilkinson Heights,2493
10586,Colonial Pine Hills,2493
10587,West Belmar,2493
10588,Poynette,2493
10591,Rancho Viejo,2491
10592,El Portal,2491
10593,Leisure Knoll,2490
10594,Bethel Heights,2490
10595,Blue Mound,2490
10596,Clarendon,2489
10598,East Quincy,2489
10599,Fort Kent,2488
10600,La Blanca,2488
10601,Diamond,2488
10602,Fennimore,2488
10604,Hazen,2488
10605,Stallion Springs,2488
10606,Mendenhall,2488
10607,Sutter Creek,2488
10608,Virginia Gardens,2487
10611,New Lisbon,2486
10612,Fifth Street,2486
10613,Deep River Center,2484
10615,Bennett,2484
10620,Chuluota,2483
10621,Dripping Springs,2483
10623,Woodbine,2482
10624,Coudersport,2482
10625,Moorefield,2482
10626,Odem,2482
10628,Homerville,2480
10633,Tonopah,2478
10634,Newmanstown,2478
10635,Navy Yard City,2477
10638,Whittingham,2476
10639,Cecil-Bishop,2476
10642,Jarales,2475
10643,Mountain City,2475
10644,Skaneateles,2474
10645,Curwensville,2474
10646,Santa Claus,2474
10647,Nekoosa,2474
10649,Middleport,2474
10650,Grand Point,2473
10651,Weyers Cave,2473
10652,Sisters,2472
10653,Mayodan,2470
10655,Poplar-Cotton Center,2470
10656,Elm Creek,2469
10657,Nicoma Park,2469
10659,Apison,2469
10660,Val Verde,2468
10661,New Llano,2468
10664,Golden Grove,2467
10665,Ravensworth,2466
10666,Nixon,2465
10667,Princeton Junction,2465
10668,Lake Placid,2465
10669,Ranger,2464
10670,Sterlington,2463
10671,Coalfield,2463
10672,Weatherly,2462
10673,Camp Meeker,2461
10674,Pelican Rapids,2461
10676,Moundville,2460
10679,Le Center,2459
10681,Big Coppitt Key,2458
10682,Cathcart,2458
10685,Santo Domingo Pueblo,2456
10687,Roosevelt Gardens,2456
10688,Louisa,2455
10689,Readfield,2454
10690,Prague,2453
10691,Wild Peach Village,2452
10692,Saint Ignace,2452
10693,Daingerfield,2452
10694,Wabasha,2451
10695,Escobares,2451
10696,Maxton,2451
10697,Laporte,2450
10698,Sisseton,2450
10700,Country Club Village,2449
10702,West Simsbury,2447
10704,Bells,2447
10705,Monroe City,2446
10706,Winneconne,2445
10707,Rio Hondo,2445
10710,Junction,2444
10711,Bohners Lake,2444
10712,Broad Channel,2443
10713,Meadow Oaks,2442
10715,Kinder,2442
10717,Yardley,2441
10718,Edgard,2441
10720,White Sulphur Springs,2438
10721,Quanah,2438
10722,Aquebogue,2438
10723,Warm Beach,2437
10725,Gambier,2437
10726,Pinckney,2436
10727,Bertsch-Oceanview,2436
10729,Old Orchard,2434
10730,Muncy,2433
10731,Paynesville,2433
10732,Moline Acres,2431
10734,Mayflower,2431
10736,Oakland City,2430
10738,Buckhorn,2429
10739,Windy Hills,2428
10741,Saint Henry,2427
10742,Oronogo,2425
10746,Decherd,2424
10747,Pemberton Heights,2423
10749,Lovell,2422
10750,Ester,2422
10751,Coopersburg,2421
10752,Lexington Hills,2421
10754,East Uniontown,2419
10755,Emsworth,2419
10756,East Brewton,2419
10757,Shapleigh,2418
10758,Fobes Hill,2418
10759,Sumiton,2418
10760,Shepherd,2418
10762,Bolivar Peninsula,2417
10763,Hampton Manor,2417
10766,Barnum Island,2414
10767,Indian Springs,2413
10768,Avilla,2413
10770,Westbrook Center,2413
10771,Lost Hills,2412
10772,South Sumter,2411
10774,Mascot,2411
10775,Lake Nacimiento,2411
10777,Lawson,2409
10778,Neillsville,2409
10781,North Browning,2408
10782,Coats,2408
10783,Jamestown West,2408
10785,Eddystone,2407
10786,Dennis,2407
10787,Sky Valley,2406
10788,East Newark,2406
10789,Kimball,2405
10791,Lavaca,2404
10792,San Felipe Pueblo,2404
10793,Dillingham,2404
10795,Matoaca,2403
10796,Saint Maries,2402
10797,Isle of Hope,2402
10799,Haw River,2402
10800,Winamac,2402
10801,Inverness Highlands North,2401
10802,Brooks,2401
10803,Coal Creek,2400
10804,Scotts Mill,2400
10805,Telluride,2399
10810,Kalama,2398
10811,Lake Katrine,2397
10812,Marcus Hook,2397
10814,Selbyville,2397
10816,Mount Union,2396
10817,Herington,2396
10819,Conneaut Lakeshore,2395
10821,Walnut Hill,2394
10822,Cave City,2394
10824,Circle D-KC Estates,2393
10825,East Dublin,2392
10826,Egypt,2391
10827,Harbor,2391
10828,Olmos Park,2390
10831,Reed City,2390
10832,Batchelor,2389
10833,Park View,2389
10835,South Congaree,2388
10837,Tappahannock,2387
10840,Chamberlain,2386
10841,Midland City,2386
10842,Dalton Gardens,2386
10843,Val Verde Park,2384
10844,Lomira,2384
10845,Stonybrook,2384
10850,Brownville,2383
10851,Ingalls,2382
10852,Wrangell,2382
10853,Chichester,2382
10854,Watchtower,2381
10855,Mission Canyon,2381
10856,Rangely,2381
10857,Derwood,2381
10860,Aptos Hills-Larkin Valley,2381
10861,Aliceville,2381
10862,Redfield,2379
10863,Timmonsville,2378
10865,Wray,2378
10866,Highspire,2378
10868,Hermann,2376
10869,Lamoni,2376
10870,Byesville,2375
10871,Dalworthington Gardens,2373
10872,Holiday Island,2373
10873,Adamstown,2372
10875,Geistown,2371
10876,East Jordan,2371
10881,Pine Ridge at Crestwood,2369
